Year,KenPom Rank,Team,CONF,Seed Number,AdjEM,AdjO,AdjD,AdjT,SOS AdjEM,SOS OppO,SOS OppD,NCSOS AdjEM,POSTSEASON
2016,4,Virginia ,ACC,1,29.64,120.6,91,61.3,12.67,112.1,99.5,4.98,32
2016,142,Weber St. ,BSky,15,2.45,103.4,100.9,66.8,-5.67,103.3,109,1.16,16
2016,8,West Virginia ,B12,3,24.45,115.3,90.9,69.5,11.24,110.9,99.6,0.72,16
2016,13,Wichita St. ,MVC,11,22.53,111.3,88.7,66,3.61,104.8,101.2,6.45,32
2016,38,Wisconsin ,B10,7,16.55,110.1,93.6,63.3,9.57,110.3,100.7,1.24,16
2016,14,Xavier ,BE,2,22.52,117.1,94.6,71.9,8.16,108.2,100,1.73,32
2016,47,Yale ,Ivy,12,14.33,110.4,96,66,-0.85,105.5,106.4,-1,32
2017,18,Arizona ,P12,2,23.31,118.4,95.1,66,7.13,108.7,101.5,1.69,16
2017,35,Arkansas ,SEC,8,16.25,116.1,99.8,69.7,8.37,108.6,100.2,-1.55,32
2017,13,Baylor ,B12,3,24.23,117.1,92.9,63.7,13.08,111.7,98.6,1.67,16
2017,76,Bucknell ,Pat,13,9.38,109.7,100.3,70,-3.62,101.4,105,0.89,64
2017,25,Butler ,BE,4,20.76,117.7,97,65.9,10.81,110.8,100,5.12,16
2017,23,Cincinnati ,Amer,6,22.18,114.9,92.8,63.5,4.17,107.1,103,-0.47,32
2017,28,Creighton ,BE,6,18.83,115.3,96.5,71.2,8.97,110.3,101.3,-1.24,64
2017,39,Dayton ,A10,7,15.57,111.9,96.3,68.4,3.64,105.9,102.3,2.53,64
2017,14,Duke ,ACC,2,24.17,121,96.8,68.3,11.43,111,99.6,0.03,32
2017,67,East Tennessee St. ,SC,13,11.1,108,96.9,70.1,-1.17,105.4,106.6,0.38,64
2017,5,Florida ,SEC,4,27.5,116.9,89.5,69,12.46,110.3,97.8,8.19,8
2017,108,Florida Gulf Coast ,ASun,14,5.07,109.4,104.4,65.9,-4.8,103.7,108.5,2.14,64
2017,26,Florida St. ,ACC,3,20.06,115.5,95.5,71.3,8.82,110.6,101.8,-3.95,32
2017,1,Gonzaga ,WCC,1,32.05,118.4,86.3,70.1,2.99,106.2,103.3,1.01,2
2017,117,Iona ,MAAC,14,4.2,110.8,106.6,70.6,-1.94,103.7,105.7,-0.05,64
2017,17,Iowa St. ,B12,5,23.45,119.7,96.3,68.4,14.05,112.6,98.6,-0.74,32
2017,157,Jacksonville St. ,OVC,15,0.63,105.8,105.2,63.6,-1.68,104.2,105.9,0.61,64
2017,6,Kansas ,B12,1,27.45,121.9,94.5,70.2,12.43,111.2,98.8,2.39,8
2017,30,Kansas St. ,B12,11,17.44,113,95.6,66.2,11.56,110.6,99,-5.31,64
2017,141,Kent St. ,MAC,14,1.68,104.9,103.3,68.3,-1.92,104.4,106.3,-5.91,64
2017,4,Kentucky ,SEC,2,27.72,119.1,91.4,72,10.98,110.5,99.5,3.74,8
2017,9,Louisville ,ACC,2,25.51,117.2,91.7,67.9,11.14,111.6,100.5,4.2,32
2017,32,Marquette ,BE,10,16.58,120.8,104.2,70.1,9.03,109.1,100.1,-2.16,64
2017,46,Maryland ,B10,6,14.34,113.1,98.7,67.2,7.74,108.3,100.6,-1.1,64
2017,42,Miami FL ,ACC,8,15.03,109.9,94.9,63,9.39,110.7,101.3,-4.48,64
2017,20,Michigan ,B10,7,23.05,122.3,99.2,63.1,10.76,110.3,99.5,-0.53,16
2017,40,Michigan St. ,B10,9,15.51,111.4,95.9,66.9,10.99,110.6,99.6,4.01,32
2017,43,Middle Tennessee ,CUSA,12,14.95,112.2,97.2,64.6,-0.93,104.4,105.3,3.86,32
2017,37,Minnesota ,B10,5,16,109.7,93.7,69.5,8.09,108.9,100.8,-1.81,64
2017,209,Mount St. Mary's ,NEC,16,-3.86,99.5,103.4,66.8,-4.49,102,106.5,11.52,64
2017,54,Nevada ,MWC,12,13.31,114.6,101.3,69.7,1.29,104.5,103.2,-1.12,64
2017,84,New Mexico St. ,WAC,14,7.89,110.5,102.6,67.9,-4.52,101,105.6,-4.82,64
2017,178,New Orleans ,Slnd,16,-0.52,101.3,101.8,66.2,-5.29,102.3,107.6,8.32,68
2017,3,North Carolina ,ACC,1,28.22,120.7,92.5,71.3,12.49,112,99.5,3.87,1
2017,161,North Carolina Central ,MEAC,16,0.36,102.2,101.9,66.7,-12.44,97.7,110.1,-0.66,68
2017,168,North Dakota ,BSky,15,0.04,103.6,103.5,71.5,-5.66,103,108.6,3.24,64
2017,138,Northern Kentucky ,Horz,15,1.91,106.8,104.9,68,-3.35,102.9,106.3,-2.55,64
2017,38,Northwestern ,B10,8,15.81,111.3,95.5,65.6,8.32,109,100.7,-3.23,32
2017,27,Notre Dame ,ACC,5,19.74,118.1,98.4,67,10.24,110.1,99.8,-3.85,32
2017,22,Oklahoma St. ,B12,10,22.48,126,103.5,70.4,14.42,112,97.6,3.07,64
2017,10,Oregon ,P12,3,25.02,118.2,93.2,67,8.05,109.2,101.2,0.51,4
2017,58,Princeton ,Ivy,12,12.61,109,96.4,63.2,-1.08,103.9,105,2.17,64
2017,60,Providence ,BE,11,12.43,108.5,96,66.2,7.9,109.1,101.2,-4.48,68
2017,19,Purdue ,B10,4,23.12,117,93.9,69.1,9,109.6,100.6,-2.38,16
2017,34,Rhode Island ,A10,11,16.26,111.5,95.2,66.4,4.27,106.8,102.5,1.62,32
2017,15,Saint Mary's ,WCC,7,23.67,118.7,95,60.2,0.41,104.3,103.9,-4.13,32
2017,51,Seton Hall ,BE,9,13.63,109.4,95.8,67.5,9.65,110.2,100.6,-2.11,64
2017,11,SMU ,Amer,6,24.73,119.8,95,63.5,3.25,105.3,102.1,-0.92,64
2017,24,South Carolina ,SEC,7,20.8,108.9,88.1,68.6,10.63,110.2,99.5,1.93,4
2017,185,South Dakota St. ,Sum,16,-1.19,110.2,111.4,67.2,-0.59,104.9,105.5,1.66,64
2017,212,Texas Southern ,SWAC,16,-4.04,103.5,107.5,68.6,-8.49,100.2,108.7,12.68,64
2017,137,Troy ,SB,15,2.04,109.7,107.6,68.1,-2.86,102.4,105.3,-6.78,64
2017,218,UC Davis ,BW,16,-4.41,97.8,102.2,68.9,-5.31,100.8,106.1,-0.94,64
2017,16,UCLA ,P12,3,23.63,124,100.4,72.6,5.17,108,102.8,-4.66,16
2017,59,UNC Wilmington ,CAA,12,12.46,118,105.5,70.3,0.4,105.1,104.7,2.17,64
2017,53,USC ,P12,11,13.45,114.2,100.7,68.7,5.49,108.8,103.3,-3.37,32
2017,33,Vanderbilt ,SEC,9,16.53,112.4,95.9,65.8,11.43,110.1,98.7,6.3,32
2017,48,VCU ,A10,10,14.07,110.1,96,68.8,3.65,105.8,102.2,0.91,64
2017,63,Vermont ,AE,13,11.67,111.1,99.4,64.5,-4.42,103,107.4,1.65,64
2017,2,Villanova ,BE,1,29.88,122.4,92.5,64.1,9.33,109.8,100.5,3.55,1
2017,12,Virginia ,ACC,5,24.29,112.2,88,59.2,11.68,111.5,99.8,2.29,64
2017,50,Virginia Tech ,ACC,9,13.8,117.3,103.5,68.4,8.23,110,101.7,-7.98,64
2017,36,Wake Forest ,ACC,11,16.25,120.9,104.7,70.7,10.54,111.1,100.6,4.51,32
2017,7,West Virginia ,B12,4,27.17,116.5,89.4,69.9,10.84,110.1,99.2,-7.97,16
2017,8,Wichita St. ,MVC,10,26.14,118.7,92.6,68,1.5,105,103.5,-0.32,64
2017,113,Winthrop ,BSth,13,4.53,106.1,101.6,71.1,-7.13,100.7,107.8,1.93,64
2017,21,Wisconsin ,B10,8,22.99,115.1,92.1,63.4,10,110.6,100.6,-1.29,64
2017,31,Xavier ,BE,11,16.7,115.7,99,67.2,11.73,111.2,99.5,5.32,8
2018,57,Alabama ,SEC,9,13.41,108.7,95.2,68.7,11.17,110.9,99.7,2.54,32
2018,28,Arizona ,P12,4,17.7,118,100.4,67.1,5.96,108.5,102.5,2.51,64
2018,49,Arizona St. ,P12,11,14.13,116.7,102.6,71.3,5.48,107.4,101.9,0.94,68
2018,44,Arkansas ,SEC,7,14.69,116.3,101.7,69.7,9.9,110.5,100.6,0.87,64
2018,23,Auburn ,SEC,4,18.69,115.4,96.7,72.6,7.52,108.8,101.3,-1.86,32
2018,97,Bucknell ,Pat,14,7.31,109.5,102.2,71.4,-4.35,102.8,107.1,5.79,64
2018,67,Buffalo ,MAC,13,11.53,114.7,103.2,72.7,-0.06,105.1,105.2,3.87,32
2018,20,Butler ,BE,10,19.05,116.2,97.2,67.6,11.21,112,100.8,0.11,32
2018,162,Cal St. Fullerton ,BW,15,0.62,103.7,103.1,69.6,-1.2,103.8,105,2.76,64
2018,4,Cincinnati ,Amer,2,26.6,113.4,86.8,64.5,3.46,106.9,103.4,-4.21,32
2018,14,Clemson ,ACC,5,21.65,114.2,92.6,66.1,10.22,110.6,100.4,-1.91,16
2018,115,College of Charleston ,CAA,13,5.16,108.7,103.6,64.9,-4.06,104.8,108.9,-7.64,64
2018,30,Creighton ,BE,8,16.91,115.5,98.6,70.8,9.4,110.8,101.4,-4.2,64
2018,43,Davidson ,A10,12,14.7,117,102.3,64.5,2.11,105.6,103.5,1.33,64
2018,3,Duke ,ACC,2,28.86,122.4,93.6,69.7,10.6,110.4,99.8,4.09,8
2018,22,Florida ,SEC,6,18.96,114.5,95.5,67.1,10.74,110.2,99.5,4.57,32
2018,27,Florida St. ,ACC,9,17.77,114.3,96.5,71.2,9.27,109.6,100.3,-6.91,8
2018,101,Georgia St. ,SB,15,6.92,108.8,101.9,66.8,-2.51,103.4,105.9,-3.22,64
2018,10,Gonzaga ,WCC,4,23.03,118.1,95.1,69.4,1.57,106.4,104.8,3.12,16
2018,18,Houston ,Amer,6,20.24,114.6,94.4,68.4,3.9,106.6,102.7,-3.08,32
2018,137,Iona ,MAAC,15,2.63,110,107.3,70.7,-2.12,103.1,105.2,2.14,64
2018,9,Kansas ,B12,1,23.49,120.9,97.4,68.8,12.41,111.7,99.3,3.55,4
2018,42,Kansas St. ,B12,9,14.77,110.1,95.3,65.6,9.39,111,101.6,-6.5,8
2018,17,Kentucky ,SEC,5,20.44,115.8,95.4,68.8,10.91,110.8,99.8,4.67,16
2018,167,Lipscomb ,ASun,15,0.43,103.2,102.8,74.9,-4.31,103.2,107.5,5.84,64
2018,259,LIU Brooklyn ,NEC,16,-8.27,102.3,110.6,71.6,-8.68,100.2,108.9,-6.06,68
2018,31,Loyola Chicago ,MVC,11,16.39,111.4,95,65.5,2.48,104.8,102.3,-5.47,4
2018,105,Marshall ,CUSA,13,6.53,109.4,102.9,74.7,0.07,105.6,105.5,-7,32
2018,37,Miami FL ,ACC,6,15.43,112.9,97.4,67,8.08,109.1,101,-3.82,64
2018,7,Michigan ,B10,3,24.2,114.7,90.5,64.9,10.32,111.4,101.1,-4.83,2
2018,6,Michigan St. ,B10,3,25.41,119.2,93.8,67,6.64,108.6,101.9,-5.03,32
2018,40,Missouri ,SEC,8,14.83,111.9,97,65.7,9.55,109.8,100.2,1.07,64
2018,72,Montana ,BSky,14,10.4,108.8,98.4,68,-1.96,104,106,2.09,64
2018,62,Murray St. ,OVC,12,12.19,112.9,100.7,67.2,-3.56,102.9,106.4,-0.99,64
2018,25,Nevada ,MWC,7,18.39,120.2,101.8,69.4,5.13,107,101.8,-9.71,16
2018,60,New Mexico St. ,WAC,12,12.92,107.9,95,68.5,-1.4,104,105.4,3.61,64
2018,8,North Carolina ,ACC,2,23.59,120.3,96.7,71.2,13.26,111.6,98.3,3.7,32
2018,316,North Carolina Central ,MEAC,16,-13.41,96.6,110,65,-12.78,98.4,111.2,7.58,68
2018,46,North Carolina State ,ACC,9,14.52,116.3,101.8,71.4,7.71,108.6,100.9,-1.47,64
2018,16,Ohio St. ,B10,5,21.16,116,94.9,67,8.75,109.8,101.1,0.26,32
2018,48,Oklahoma ,B12,10,14.16,114.6,100.5,75.5,11.68,111.3,99.6,2.13,64
2018,125,Penn ,Ivy,16,3.69,103.1,99.4,68.9,-4.15,103.7,107.8,-2.98,64
2018,63,Providence ,BE,10,12.17,108.9,96.7,67.1,10.58,111.6,101.1,-1.38,64
2018,5,Purdue ,B10,2,26.27,122.7,96.4,67.2,9.02,109.1,100.1,0.69,16
2018,170,Radford ,BSth,16,0.07,102.9,102.9,63,-4.03,102.8,106.9,3.49,64
2018,52,Rhode Island ,A10,7,13.93,111.1,97.2,68.4,3.49,107.6,104.1,3.83,32
2018,50,San Diego St. ,MWC,11,14.09,110.5,96.4,68.8,3.46,107.2,103.8,-0.8,64
2018,26,Seton Hall ,BE,8,18.04,116.9,98.8,69.5,10.12,110.5,100.4,0,32
2018,78,South Dakota St. ,Sum,12,10.2,113.8,103.6,70.5,-0.09,105.8,105.9,3.59,64
2018,68,St. Bonaventure ,A10,11,11.21,110.8,99.5,69.4,2.8,107,104.2,1.17,64
2018,112,Stephen F. Austin ,Slnd,14,5.58,104.5,99,71.1,-7.16,100.6,107.8,-2.26,64
2018,41,Syracuse ,ACC,11,14.82,107,92.2,62.9,9.81,111.3,101.5,-0.2,16
2018,24,TCU ,B12,6,18.47,119.7,101.2,68.6,9.67,110.7,101,-0.82,64
2018,13,Tennessee ,SEC,3,22.27,114.6,92.4,66,11.01,111.2,100.2,7.1,32
2018,36,Texas ,B12,10,15.43,109.5,94.1,65.2,11.77,111.4,99.6,2.05,64
2018,29,Texas A&M ,SEC,7,16.96,111.3,94.4,69.5,11.69,111.8,100.1,5.12,16
2018,243,Texas Southern ,SWAC,16,-6.65,104.6,111.2,71.7,-6.3,101,107.3,17.2,64
2018,11,Texas Tech ,B12,3,22.59,113.3,90.8,66.7,10.31,110.7,100.4,-5.24,8
2018,56,UCLA ,P12,11,13.52,115,101.4,70.3,6.42,108.1,101.7,2.93,68
2018,166,UMBC ,AE,16,0.5,103.1,102.6,68.4,-4.38,102.7,107.1,-3.55,32
2018,82,UNC Greensboro ,SC,13,9.22,104.9,95.7,65.2,-4.57,103.7,108.2,-3.46,64
2018,1,Villanova ,BE,1,33.76,127.8,94,68.7,11.31,111.3,100,3.98,32
2018,2,Virginia ,ACC,1,29.53,115.2,85.6,59.4,9.24,110,100.7,-0.08,1
2018,33,Virginia Tech ,ACC,8,16.03,115.3,99.3,68.7,7.91,109.2,101.3,-9.76,16
2018,12,West Virginia ,B12,5,22.44,119.4,96.9,69.2,10.59,109.9,99.3,-4.72,32
2018,21,Wichita St. ,Amer,4,19.03,121,101.9,68.6,5.13,107.3,102.2,1.55,68
2018,133,Wright St. ,Horz,14,2.89,100.6,97.7,68.3,-3.79,102.7,106.5,2.23,64
2018,15,Xavier ,BE,1,21.51,120.1,98.6,70.5,9.35,109.9,100.6,1.84,32
2019,152,Abilene Christian ,Slnd,15,1.35,103.4,102,66.1,-8.67,100,108.7,-4.75,64
2019,57,Arizona St. ,P12,11,11.55,109.7,98.2,70.8,5.56,107.3,101.7,1.55,64
2019,11,Auburn ,SEC,5,25,120.9,95.9,67.9,12.23,110.7,98.5,2.63,4
2019,35,Baylor ,B12,9,16.48,115.3,98.8,65.2,10.49,108.8,98.3,-4.04,32
2019,49,Belmont ,OVC,11,14.09,115.6,101.5,71.3,-1.98,103.6,105.6,3.78,64
2019,161,Bradley ,MVC,15,0.09,101.5,101.4,65.3,-1.66,102.6,104.3,-3.94,64
2019,22,Buffalo ,MAC,6,19.85,115.2,95.4,73.6,3.14,105.5,102.4,1.15,32
2019,29,Cincinnati ,Amer,7,17.5,112.3,94.8,63.4,5.12,107.1,102,-2.85,64
2019,126,Colgate ,Pat,15,4.6,110.5,105.9,66.4,-3.83,102.4,106.3,0.84,64
2019,4,Duke ,ACC,1,30.62,120,89.3,72.1,12.85,110.7,97.8,5.08,8
2019,211,Fairleigh Dickinson ,NEC,16,-4.22,106.5,110.7,66.8,-8.16,99.5,107.7,-1.86,64
2019,26,Florida ,SEC,10,18.3,110.5,92.2,62.9,12,110.7,98.7,5.12,32
2019,14,Florida St. ,ACC,4,22.39,112.8,90.4,68.6,10.46,109.8,99.3,0.93,16
2019,163,Gardner Webb ,BSth,16,-0.04,107.8,107.8,67.4,-3.55,103.2,106.8,-4.07,64
2019,124,Georgia St. ,SB,14,4.85,107.7,102.8,70,1.09,105.2,104.1,3.5,64
2019,2,Gonzaga ,WCC,1,32.85,124.5,91.6,70.2,4.46,106.9,102.5,1.87,8
2019,12,Houston ,Amer,3,24.13,115.3,91.2,66.1,4.45,105.7,101.3,-4.16,16
2019,198,Iona ,MAAC,16,-2.88,106.9,109.7,70.9,-6.27,100.5,106.8,0.44,64
2019,37,Iowa ,B10,10,16.02,117.4,101.3,69.5,10.64,108.9,98.3,-6.49,32
2019,15,Iowa St. ,B12,6,22.09,118.9,96.8,67.7,10.78,109.3,98.5,-1.56,64
2019,17,Kansas ,B12,4,21.57,113.9,92.3,70.1,14.13,111.8,97.7,10.36,32
2019,20,Kansas St. ,B12,4,20.06,108.4,88.4,63.4,10.22,109.3,99.1,-0.96,64
2019,8,Kentucky ,SEC,2,27.57,117.6,90.1,65.6,11.32,110.7,99.4,1.75,8
2019,58,Liberty ,BSth,12,11.54,111.1,99.6,62.3,-3.27,102.5,105.8,-3.2,32
2019,23,Louisville ,ACC,7,19.35,113.7,94.4,67.2,11.95,110.4,98.4,5.36,64
2019,19,LSU ,SEC,3,20.22,117.7,97.5,70,10.02,109.3,99.3,2.77,16
2019,33,Marquette ,BE,5,16.52,113.2,96.7,68.8,6.77,107.4,100.7,0.29,64
2019,24,Maryland ,B10,6,19.29,113.4,94.1,66,10.75,109.8,99.1,-4.92,32
2019,6,Michigan ,B10,2,28.32,114.5,86.2,64.8,11.27,109.2,98,-5.42,16
2019,3,Michigan St. ,B10,2,30.81,121,90.2,66.9,13.67,110.6,96.9,3.24,4
2019,46,Minnesota ,B10,10,14.35,111.4,97,67.4,12.18,110.2,98,-2.91,32
2019,50,Mississippi ,SEC,8,13.98,113.2,99.2,68.5,8.69,109.1,100.4,-1.11,64
2019,21,Mississippi St. ,SEC,5,20.04,117.7,97.6,67.8,10.09,110.1,100,2.22,64
2019,137,Montana ,BSky,15,3.53,107.4,103.9,66.9,-6.07,102.4,108.4,4.03,64
2019,51,Murray St. ,OVC,12,13.83,112.5,98.6,69.4,-3.32,103.1,106.4,-1.13,32
2019,27,Nevada ,MWC,7,18.18,114,95.9,69.3,1.42,105.4,103.9,1.79,64
2019,53,New Mexico St. ,WAC,12,13.62,113,99.3,65.9,-3.44,102.8,106.2,-3.22,64
2019,7,North Carolina ,ACC,1,27.69,119.7,92,74.3,12.6,110.7,98.1,5.69,16
2019,303,North Carolina Central ,MEAC,16,-11.55,97.8,109.3,65.3,-11.84,97,108.9,1.19,68
2019,202,North Dakota St. ,Sum,16,-3.2,107.4,110.6,65,-2.85,104.8,107.6,3.23,64
2019,89,Northeastern ,CAA,13,7.59,111,103.4,66.2,-0.63,106.3,106.9,6.45,64
2019,96,Northern Kentucky ,Horz,14,7.14,109.4,102.3,68.2,-3.37,103.6,107,-2.57,64
2019,44,Ohio St. ,B10,11,14.66,109.1,94.4,65.8,11.68,110.4,98.8,-2.95,32
2019,32,Oklahoma ,B12,9,16.94,111.1,94.1,68.6,13.27,110.3,97.1,7.44,32
2019,113,Old Dominion ,CUSA,14,5.45,101.4,96,64.5,-2.15,102.5,104.7,-6.06,64
2019,28,Oregon ,P12,12,17.86,109.5,91.7,64.2,5.47,107.7,102.3,0.43,16
2019,209,Prairie View A&M ,SWAC,16,-4.13,102.1,106.2,71.1,-7.85,98.8,106.7,6.15,68
2019,9,Purdue ,B10,3,26.81,122.5,95.6,65.9,13.16,110.3,97.1,4.09,8
2019,106,Saint Louis ,A10,13,6.02,102.2,96.2,66.4,0.49,104.4,103.9,-1.44,64
2019,31,Saint Mary's ,WCC,11,17.31,114.7,97.4,62.7,3.66,106.6,103,-0.9,64
2019,60,Seton Hall ,BE,10,11.5,109,97.5,69.1,8.54,109.2,100.7,3.58,64
2019,88,St. John's ,BE,11,7.61,108.6,101,70.8,5,106.9,101.9,-6.49,68
2019,39,Syracuse ,ACC,8,15.13,110.5,95.3,66.1,9.4,108.6,99.2,0.17,64
2019,69,Temple ,Amer,11,9.72,109.2,99.5,68.9,4.55,106.3,101.8,-1.07,68
2019,10,Tennessee ,SEC,2,26.24,122.7,96.5,67.8,10.69,109.7,99,0.92,16
2019,5,Texas Tech ,B12,3,30.03,114.1,84.1,66.6,11.18,109.8,98.7,-5.39,2
2019,73,UC Irvine ,BW,13,9.16,107.4,98.2,65.3,-3.28,102.5,105.8,1.25,32
2019,34,UCF ,Amer,9,16.51,112.1,95.6,65,4.99,105.9,100.9,-3.71,32
2019,38,Utah St. ,MWC,8,15.41,112.6,97.2,68.1,0.02,104.5,104.4,0.81,64
2019,42,VCU ,A10,8,14.89,104.3,89.5,68.4,1.37,105.2,103.8,3.6,64
2019,76,Vermont ,AE,13,8.86,108.5,99.6,65.5,-5.55,100.7,106.2,3.2,64
2019,30,Villanova ,BE,6,17.33,116.5,99.2,63.6,8,108.8,100.8,3.32,16
2019,1,Virginia ,ACC,1,34.22,123.4,89.2,59.4,11.18,109.2,98.1,-3.24,64
2019,13,Virginia Tech ,ACC,4,24.07,118.1,94,63.7,8.47,108.3,99.9,-6.26,64
2019,48,Washington ,P12,9,14.28,107.7,93.5,66,6.06,107.6,101.5,2.73,64
2019,16,Wisconsin ,B10,5,21.94,110.4,88.5,63.9,12.97,110.3,97.3,3.14,32
2019,18,Wofford ,SC,7,20.69,118.1,97.4,65.7,1.82,106,104.2,8.37,64
2019,77,Yale ,Ivy,14,8.79,111.6,102.8,71,-1.1,103,104.2,-2.09,64
2021,84,Abilene Christian ,Slnd,14,10.11,101.7,91.6,69.3,-5.43,99.4,104.8,4.93,32
2021,9,Alabama ,SEC,2,25.09,112.9,87.8,73.3,14.8,110.1,95.3,9.45,16
2021,212,Appalachian St. ,SB,16,-4.71,98.4,103.1,65.5,-2.83,100.4,103.3,5.52,68
2021,18,Arkansas ,SEC,3,21.56,111.1,89.6,72.6,12.69,109.4,96.7,-4.09,8
2021,2,Baylor ,B12,1,33.87,125,91.1,67.4,13.25,108.7,95.5,-2.83,1
2021,20,BYU ,WCC,6,21.12,113.7,92.5,67.6,12.31,109.1,96.8,10.05,64
2021,45,Clemson ,ACC,7,15.48,106.4,90.9,64,14.39,109.7,95.3,11.6,64
2021,169,Cleveland St. ,Horz,15,-0.13,100.6,100.7,66.1,-0.83,105.1,106,20.35,64
2021,89,Colgate ,Pat,14,9.25,110.3,101,72.2,-5.8,99.6,105.4,-99,64
2021,8,Colorado ,P12,5,25.1,116.3,91.2,66.1,15.43,110.3,94.9,3.82,32
2021,21,Connecticut ,BE,7,20.61,113.1,92.5,65.5,12.99,108.2,95.2,-1.27,64
2021,22,Creighton ,BE,5,20.59,113.4,92.8,68.7,13.19,108.8,95.6,-0.73,16
2021,55,Drake ,MVC,11,14.27,112.5,98.2,66.3,3.98,104.1,100.1,-8.21,64
2021,158,Drexel ,CAA,16,0.67,106.5,105.8,63.9,-2.28,101.2,103.5,-5.75,64
2021,105,Eastern Washington ,BSky,14,8.19,109.5,101.3,72.2,-0.43,102,102.4,21.28,64
2021,41,Florida ,SEC,7,16.95,111,94.1,68.3,14.72,109.9,95.2,8.88,32
2021,15,Florida St. ,ACC,4,22.12,114.9,92.8,69.9,13.48,109.5,96,4.42,16
2021,63,Georgetown ,BE,12,12.91,107.9,95,69.7,14.96,110.6,95.6,4.64,64
2021,37,Georgia Tech ,ACC,9,17.5,113.7,96.2,67.3,12.7,108.7,96,-0.96,64
2021,1,Gonzaga ,WCC,1,36.48,126.4,89.9,73.8,11.35,108.1,96.8,6.21,2
2021,103,Grand Canyon ,WAC,15,8.32,105.4,97.1,64.9,-1.44,102,103.5,2.54,64
2021,194,Hartford ,AE,16,-2.98,97,100,66.9,-5.09,99.2,104.3,-0.17,64
2021,5,Houston ,Amer,2,28.75,118.3,89.6,64.4,9.21,105.7,96.5,2.11,4
2021,4,Illinois ,B10,1,29.06,118,88.9,70.5,18.17,112.3,94.1,10.44,32
2021,178,Iona ,MAAC,15,-0.78,100.2,101,67.7,-5.67,98.3,103.9,-0.54,64
2021,7,Iowa ,B10,2,26.87,123.5,96.7,69.9,16.41,110.4,94,-4.9,32
2021,27,Kansas ,B12,3,19.98,110.1,90.2,68.2,15.83,110.7,94.8,10.43,32
2021,98,Liberty ,ASun,13,8.6,109.8,101.2,63.1,-4.82,99.5,104.3,1.58,64
2021,10,Loyola Chicago ,MVC,8,24.32,111.3,87,63.7,6.27,105.6,99.4,-8.57,16
2021,24,LSU ,SEC,8,20.35,120.1,99.8,70.6,14.77,108.7,93.9,4.81,32
2021,35,Maryland ,B10,10,17.63,111.8,94.1,64.7,17.1,110.2,93.1,1.13,32
2021,3,Michigan ,B10,1,29.67,117.6,87.9,66.6,16.44,111.7,95.3,-1.11,8
2021,64,Michigan St. ,B10,11,12.9,107.1,94.2,68.3,17.72,112.5,94.8,2.51,68
2021,47,Missouri ,SEC,9,15.14,110.6,95.5,68.4,15.85,110.2,94.4,-1.03,64
2021,134,Morehead St. ,OVC,14,3.19,100.6,97.4,65.2,-1.1,102.1,103.2,11.39,64
2021,237,Mount St. Mary's ,NEC,16,-6.62,94.5,101.1,61.6,-6.45,99.4,105.9,16.21,68
2021,210,Norfolk St. ,MEAC,16,-4.47,99.1,103.6,67.5,-7.09,98.1,105.2,11.14,64
2021,34,North Carolina ,ACC,8,18.62,110.3,91.7,71.5,14.79,110.9,96.1,8.2,64
2021,72,North Texas ,CUSA,13,11.76,106.7,95,62.7,6.35,105,98.6,6.16,32
2021,81,Ohio ,MAC,13,10.47,111.4,100.9,69.2,5.23,106.1,100.9,1.2,32
2021,11,Ohio St. ,B10,2,23.58,120.7,97.1,66.7,17.9,111.6,93.7,3.47,64
2021,39,Oklahoma ,B12,8,17.06,112.1,95.1,67.1,14.29,109.5,95.2,1.93,32
2021,33,Oklahoma St. ,B12,4,18.95,109.6,90.7,72.4,15.52,111.1,95.6,5.81,32
2021,125,Oral Roberts ,Sum,15,4.83,109.3,104.4,71.4,4.09,105.2,101.1,22.06,16
2021,16,Oregon ,P12,7,21.85,117.2,95.4,67.2,15.2,110.6,95.4,3.72,16
2021,43,Oregon St. ,P12,12,16.4,112.1,95.7,65.5,16.72,111.2,94.5,-4.52,8
2021,25,Purdue ,B10,4,20.33,113.3,92.9,66.1,16.61,111.2,94.6,5.71,64
2021,38,Rutgers ,B10,10,17.48,108.1,90.6,67.4,17.99,112.4,94.4,-5.69,32
2021,30,San Diego St. ,MWC,6,19.88,111,91.1,65.5,7.22,106.4,99.2,13.66,64
2021,32,St. Bonaventure ,A10,9,19.04,110,91,64.8,8.53,106.6,98,2.44,64
2021,42,Syracuse ,ACC,11,16.75,113.7,96.9,68.6,12.94,109.4,96.5,2.09,16
2021,28,Tennessee ,SEC,5,19.95,108,88.1,67.1,13.11,108.9,95.8,-0.34,64
2021,26,Texas ,B12,3,20.31,113.1,92.8,68.6,14.52,109.2,94.7,8.2,64
2021,208,Texas Southern ,SWAC,16,-4.37,99.8,104.2,71.5,-7.73,95.5,103.2,14.62,64
2021,17,Texas Tech ,B12,6,21.81,112.7,90.9,65.1,12.84,108.5,95.7,-4.88,32
2021,58,UC Santa Barbara ,BW,12,13.63,109.9,96.2,65.6,1.8,102.8,101,4.03,64
2021,13,UCLA ,P12,11,22.43,116.9,94.5,63.8,17.38,111.3,93.9,9.87,4
2021,108,UNC Greensboro ,SC,13,7.79,103.6,95.8,68,1.48,103.8,102.3,-2.78,64
2021,6,USC ,P12,6,27.58,115.7,88.1,67,16.27,111.1,94.8,6.28,8
